Date,Open,High,Low,Close,Adj Close,Volume
2022-01-14,33.770000,34.520000,33.720001,34.500000,34.500000,876100
2022-01-18,33.889999,34.330002,33.720001,33.779999,33.779999,756000
2022-01-19,34.669998,35.080002,34.270000,34.299999,34.299999,2496600
2022-01-20,34.000000,34.900002,33.959999,34.029999,34.029999,1154000
2022-01-21,33.220001,33.470001,32.400002,32.619999,32.619999,1221800
2022-01-24,31.129999,31.530001,30.250000,31.510000,31.510000,1233600
2022-01-25,32.000000,32.500000,31.870001,31.900000,31.900000,1592300
2022-01-26,32.200001,32.389999,31.400000,31.750000,31.750000,781500
2022-01-27,32.590000,32.990002,32.410000,32.700001,32.700001,1360000
2022-01-28,32.700001,32.830002,32.180000,32.770000,32.770000,971900
2022-01-31,33.139999,33.970001,32.560001,33.759998,33.759998,1937300
2022-02-01,33.330002,33.570000,32.869999,33.400002,33.400002,607500
2022-02-02,33.470001,33.830002,33.410000,33.660000,33.660000,600200
2022-02-03,33.000000,33.700001,32.939999,33.110001,33.110001,827300
2022-02-04,32.639999,33.250000,32.639999,33.099998,33.099998,691400
2022-02-07,32.779999,33.060001,32.540001,32.799999,32.799999,707600
2022-02-08,32.709999,33.029999,32.439999,32.990002,32.990002,586400
2022-02-09,33.410000,34.500000,33.349998,34.029999,34.029999,1438900
2022-02-10,33.500000,33.880001,33.279999,33.360001,33.360001,695800
2022-02-11,32.959999,33.180000,31.950001,32.200001,32.200001,2510900
2022-02-14,31.150000,31.250000,30.570000,31.110001,31.110001,847400
2022-02-15,33.049999,33.349998,32.950001,33.200001,33.200001,925800
2022-02-16,32.810001,33.290001,32.810001,33.049999,33.049999,715900
2022-02-17,33.070000,33.220001,32.880001,32.970001,32.970001,732700
2022-02-18,32.820000,33.009998,32.580002,32.669998,32.669998,553800
2022-02-22,31.740000,32.130001,31.059999,31.549999,31.549999,999800
2022-02-23,31.780001,32.200001,30.870001,31.030001,31.030001,898500
2022-02-24,27.990000,29.379999,27.520000,29.360001,29.360001,1422900
2022-02-25,30.299999,31.000000,30.270000,30.799999,30.799999,1540000
2022-02-28,30.059999,30.570000,29.950001,30.290001,30.290001,527000
2022-03-01,29.940001,30.120001,28.590000,28.799999,28.799999,975500
2022-03-02,28.990000,29.980000,28.990000,29.889999,29.889999,989600
2022-03-03,28.940001,29.270000,27.879999,28.080000,28.080000,900100
2022-03-04,26.240000,26.650000,25.719999,26.330000,26.330000,3457300
2022-03-07,25.559999,25.840000,24.600000,24.750000,24.750000,1424000
2022-03-08,25.000000,25.680000,24.500000,24.900000,24.900000,2025500
2022-03-09,26.540001,26.910000,26.139999,26.639999,26.639999,1818900
2022-03-10,26.430000,26.860001,25.910000,26.120001,26.120001,1970600
2022-03-11,27.620001,27.639999,26.120001,26.200001,26.200001,2301600
2022-03-14,26.360001,26.700001,25.469999,25.770000,25.770000,2369000
2022-03-15,26.469999,27.770000,26.469999,27.600000,27.600000,1279000
2022-03-16,27.830000,28.459999,27.500000,28.459999,28.459999,996100
2022-03-17,28.010000,28.330000,27.709999,28.080000,28.080000,2882900
2022-03-18,28.000000,28.600000,27.879999,28.590000,28.590000,641300
2022-03-21,27.780001,27.889999,27.520000,27.820000,27.820000,416100
2022-03-22,28.770000,29.160000,28.530001,28.610001,28.610001,1333200
2022-03-23,28.049999,28.570000,28.049999,28.150000,28.150000,608500
2022-03-24,28.330000,28.650000,28.170000,28.580000,28.580000,685600
2022-03-25,28.330000,28.410000,28.000000,28.400000,28.400000,505700
2022-03-28,28.440001,28.700001,28.270000,28.540001,28.540001,329900
2022-03-29,28.990000,29.590000,28.990000,29.150000,29.150000,1183500
2022-03-30,28.690001,28.780001,28.030001,28.250000,28.250000,868000
2022-03-31,28.170000,28.340000,27.950001,27.950001,27.950001,1051700
2022-04-01,28.680000,29.230000,28.629999,29.219999,29.219999,710600
2022-04-04,29.530001,29.740000,29.410000,29.690001,29.690001,440700
2022-04-05,30.000000,30.330000,29.340000,29.510000,29.510000,1106200
2022-04-06,29.510000,29.820000,29.370001,29.650000,29.650000,1256000
2022-04-07,29.250000,29.510000,28.600000,29.219999,29.219999,2089200
2022-04-08,29.309999,30.459999,29.230000,30.150000,30.150000,1163200
2022-04-11,29.570000,29.850000,29.250000,29.320000,29.320000,824800
2022-04-12,28.870001,28.990000,28.200001,28.309999,28.309999,796700
2022-04-13,28.049999,28.139999,27.889999,27.980000,27.980000,534300
2022-04-14,27.910000,27.990000,27.580000,27.750000,27.750000,837000
2022-04-18,27.920000,28.730000,27.920000,28.549999,28.549999,434000
2022-04-19,27.639999,28.250000,27.570000,28.190001,28.190001,568300
2022-04-20,28.940001,29.170000,28.690001,28.830000,28.830000,480100
2022-04-21,29.350000,29.590000,28.900000,28.910000,28.910000,413100
2022-04-22,28.500000,28.610001,27.920000,28.090000,28.090000,447400
2022-04-25,27.500000,27.980000,27.350000,27.969999,27.969999,538500
2022-04-26,28.139999,28.240000,27.620001,27.670000,27.670000,628700
2022-04-27,27.990000,28.309999,27.530001,27.750000,27.750000,463800
2022-04-28,28.020000,28.570000,27.590000,28.450001,28.450001,544700
2022-04-29,28.480000,28.830000,28.139999,28.209999,28.209999,489100
2022-05-02,27.950001,28.299999,27.680000,28.290001,28.290001,398300
2022-05-03,28.150000,28.740000,28.150000,28.549999,28.549999,633900
2022-05-04,27.459999,28.120001,27.200001,28.070000,28.070000,705500
2022-05-05,27.540001,27.700001,27.150000,27.299999,27.299999,1343000
2022-05-06,26.469999,26.840000,26.010000,26.530001,26.530001,638900
2022-05-09,25.709999,25.950001,25.379999,25.410000,25.410000,766000
2022-05-10,25.139999,25.580000,24.930000,25.459999,25.459999,927100
2022-05-11,24.930000,25.500000,24.360001,24.459999,24.459999,1015700
2022-05-12,23.850000,24.389999,22.920000,24.120001,24.120001,1212900
2022-05-13,25.820000,26.590000,25.770000,26.389999,26.389999,966000
2022-05-16,26.250000,26.350000,25.980000,26.090000,26.090000,531700
2022-05-17,27.540001,27.680000,27.170000,27.530001,27.530001,616500
2022-05-18,26.809999,27.190001,25.879999,26.110001,26.110001,856800
2022-05-19,25.670000,26.440001,25.639999,26.010000,26.010000,583200
2022-05-20,26.969999,27.190001,26.090000,26.760000,26.760000,824700
2022-05-23,27.030001,27.650000,26.820000,27.379999,27.379999,587400
2022-05-24,27.170000,27.440001,26.860001,27.260000,27.260000,731100
2022-05-25,26.719999,27.459999,26.600000,27.240000,27.240000,792900
2022-05-26,27.290001,28.270000,27.290001,28.010000,28.010000,719200
2022-05-27,28.020000,28.219999,27.900000,28.190001,28.190001,700500
2022-05-31,28.690001,28.780001,27.990000,28.500000,28.500000,734000
2022-06-01,29.000000,29.150000,28.200001,28.629999,28.629999,496100
2022-06-02,28.590000,28.809999,28.190001,28.799999,28.799999,552200
2022-06-03,28.049999,28.049999,27.450001,27.500000,27.500000,514500
2022-06-06,28.320000,28.320000,27.780001,27.799999,27.799999,744100
2022-06-07,27.870001,28.190001,27.680000,28.170000,28.170000,617300
2022-06-08,28.049999,28.260000,27.650000,27.889999,27.889999,415700
2022-06-09,27.530001,27.610001,27.150000,27.150000,27.150000,582000
2022-06-10,27.000000,27.170000,26.580000,26.650000,26.650000,653400
2022-06-13,25.719999,25.930000,25.180000,25.379999,25.379999,1114700
2022-06-14,25.920000,26.270000,25.719999,25.990000,25.990000,1079200
2022-06-15,26.350000,26.920000,26.170000,26.809999,26.809999,902100
2022-06-16,25.250000,25.330000,24.440001,24.780001,24.780001,962900
2022-06-17,24.920000,25.360001,24.610001,25.170000,25.170000,731900
2022-06-21,25.670000,26.250000,25.639999,26.080000,26.080000,669600
2022-06-22,25.340000,25.879999,25.250000,25.360001,25.360001,1276700
2022-06-23,25.950001,26.100000,25.549999,25.879999,25.879999,839000
2022-06-24,26.080000,26.719999,26.080000,26.670000,26.670000,750600
2022-06-27,26.709999,26.709999,26.230000,26.379999,26.379999,664000
2022-06-28,26.540001,26.760000,26.200001,26.240000,26.240000,578800
2022-06-29,26.469999,26.540001,26.120001,26.309999,26.309999,617600
2022-06-30,25.740000,25.980000,25.450001,25.870001,25.870001,952600
2022-07-01,25.850000,26.330000,25.840000,26.320000,26.320000,469600
2022-07-05,25.650000,26.150000,25.320000,26.139999,26.139999,841600
2022-07-06,26.180000,26.570000,26.129999,26.420000,26.420000,623700
2022-07-07,27.200001,27.879999,27.200001,27.700001,27.700001,715700
2022-07-08,27.750000,28.090000,27.690001,27.900000,27.900000,355300
2022-07-11,27.450001,27.540001,27.219999,27.260000,27.260000,341700
2022-07-12,26.940001,27.420000,26.860001,27.129999,27.129999,506800
2022-07-13,26.450001,26.879999,26.450001,26.620001,26.620001,541600
2022-07-14,26.389999,26.959999,26.280001,26.920000,26.920000,586700
2022-07-15,27.700001,27.840000,27.510000,27.820000,27.820000,713000
2022-07-18,28.290001,28.400000,27.940001,27.990000,27.990000,485100
2022-07-19,28.219999,28.670000,28.219999,28.629999,28.629999,666500
2022-07-20,28.430000,28.510000,28.020000,28.190001,28.190001,543700
2022-07-21,28.309999,28.730000,28.309999,28.719999,28.719999,531400
2022-07-22,28.559999,28.590000,28.100000,28.190001,28.190001,364100
2022-07-25,28.000000,28.139999,27.900000,28.010000,28.010000,365300
2022-07-26,27.410000,27.680000,27.410000,27.549999,27.549999,569500
2022-07-27,27.570000,27.600000,26.709999,27.510000,27.510000,680800
2022-07-28,27.870001,28.219999,27.820000,28.190001,28.190001,406800
2022-07-29,28.490000,28.660000,28.260000,28.520000,28.520000,762600
2022-08-01,30.129999,30.700001,29.850000,30.580000,30.580000,981600
2022-08-02,30.070000,30.530001,30.070000,30.360001,30.360001,464400
2022-08-03,29.790001,30.100000,29.580000,29.940001,29.940001,645700
2022-08-04,29.600000,29.740000,29.450001,29.570000,29.570000,391100
2022-08-05,28.930000,29.270000,28.920000,29.219999,29.219999,262700
2022-08-08,29.719999,29.730000,29.459999,29.590000,29.590000,235200
2022-08-09,29.590000,29.590000,29.340000,29.540001,29.540001,622800
2022-08-10,30.559999,30.990000,30.469999,30.840000,30.840000,1017600
2022-08-11,30.430000,30.440001,29.620001,29.760000,29.760000,1141100
2022-08-12,29.950001,30.459999,29.860001,30.410000,30.410000,384800
2022-08-15,30.219999,30.510000,30.219999,30.360001,30.360001,412300
2022-08-16,31.000000,31.250000,30.910000,31.020000,31.020000,545900
2022-08-17,30.540001,30.620001,30.360001,30.410000,30.410000,567900
2022-08-18,30.459999,30.740000,30.309999,30.629999,30.629999,344100
2022-08-19,29.639999,29.730000,29.100000,29.280001,29.280001,496700
2022-08-22,28.370001,28.389999,28.110001,28.250000,28.250000,526800
2022-08-23,28.830000,29.110001,28.780001,28.889999,28.889999,378100
2022-08-24,29.219999,29.290001,29.080000,29.240000,29.240000,219100
2022-08-25,28.840000,29.250000,28.820000,29.200001,29.200001,534800
2022-08-26,29.370001,29.570000,28.490000,28.580000,28.580000,636700
2022-08-29,28.139999,28.680000,28.139999,28.600000,28.600000,350600
2022-08-30,29.650000,29.670000,28.990000,28.990000,28.990000,613700
2022-08-31,28.990000,29.160000,28.920000,29.000000,29.000000,481200
2022-09-01,29.170000,29.270000,28.900000,29.260000,29.260000,445300
2022-09-02,29.100000,29.350000,28.500000,28.590000,28.590000,643900
2022-09-06,28.530001,28.530001,28.070000,28.260000,28.260000,667500
2022-09-07,27.700001,28.389999,27.650000,28.360001,28.360001,579600
2022-09-08,27.719999,27.969999,27.580000,27.879999,27.879999,634000
2022-09-09,28.049999,28.260000,28.030001,28.139999,28.139999,358800
2022-09-12,28.540001,28.860001,28.480000,28.750000,28.750000,332700
2022-09-13,28.260000,28.340000,27.959999,28.020000,28.020000,454500
2022-09-14,28.389999,28.389999,27.959999,28.090000,28.090000,511000
2022-09-15,27.760000,28.049999,27.600000,27.610001,27.610001,510800
2022-09-16,26.980000,27.080000,26.580000,26.770000,26.770000,723500
2022-09-19,26.430000,27.090000,26.430000,27.040001,27.040001,347600
2022-09-20,27.260000,27.350000,26.809999,26.889999,26.889999,504900
2022-09-21,26.830000,26.870001,26.230000,26.250000,26.250000,407900
2022-09-22,26.500000,26.709999,26.129999,26.250000,26.250000,685400
2022-09-23,25.690001,25.780001,25.219999,25.469999,25.469999,748900
2022-09-26,24.190001,24.600000,24.070000,24.280001,24.280001,825800
2022-09-27,24.650000,24.660000,24.040001,24.370001,24.370001,795600
2022-09-28,24.389999,24.900000,24.320000,24.809999,24.809999,495700
2022-09-29,24.360001,24.500000,23.590000,23.730000,23.730000,1477000
2022-09-30,24.340000,24.600000,24.180000,24.260000,24.260000,1225700
2022-10-03,24.110001,24.480000,23.959999,24.360001,24.360001,586500
2022-10-04,25.030001,25.520000,24.959999,25.450001,25.450001,945000
2022-10-05,25.070000,25.389999,24.809999,25.250000,25.250000,491200
2022-10-06,25.100000,25.250000,24.850000,24.959999,24.959999,456400
2022-10-07,24.590000,24.820000,24.200001,24.270000,24.270000,817300
2022-10-10,23.770000,23.920000,23.370001,23.610001,23.610001,913900
2022-10-11,23.430000,23.889999,23.420000,23.469999,23.469999,873500
2022-10-12,23.790001,23.840000,23.490000,23.670000,23.670000,706300
2022-10-13,23.260000,24.559999,23.230000,24.309999,24.309999,1589300
2022-10-14,24.049999,24.209999,23.440001,23.490000,23.490000,831900
2022-10-17,24.010000,24.280001,23.980000,24.209999,24.209999,370200
2022-10-18,24.730000,24.740000,24.170000,24.290001,24.290001,427100
2022-10-19,23.870001,23.950001,23.549999,23.760000,23.760000,2496800
2022-10-20,23.860001,24.040001,23.510000,23.580000,23.580000,556900
2022-10-21,23.620001,24.240000,23.570000,24.100000,24.100000,758700
2022-10-24,24.090000,24.510000,23.870001,24.510000,24.510000,1211200
2022-10-25,24.410000,24.770000,24.350000,24.370001,24.370001,1335100
2022-10-26,24.440001,24.820000,24.440001,24.750000,24.750000,1042400
2022-10-27,24.740000,24.920000,24.680000,24.760000,24.760000,1387400
2022-10-28,24.740000,25.299999,24.719999,25.260000,25.260000,401600
2022-10-31,24.879999,25.190001,24.830000,25.010000,25.010000,539600
2022-11-01,25.700001,25.740000,25.330000,25.650000,25.650000,642400
2022-11-02,25.580000,25.990000,25.270000,25.270000,25.270000,697000
2022-11-03,24.930000,25.420000,24.790001,25.320000,25.320000,493300
2022-11-04,26.250000,26.530001,26.129999,26.440001,26.440001,762500
2022-11-07,26.959999,27.129999,26.670000,26.959999,26.959999,492100
2022-11-08,27.010000,27.610001,26.930000,27.400000,27.400000,750600
2022-11-09,25.860001,26.549999,25.790001,26.400000,26.400000,1261600
2022-11-10,26.180000,26.730000,25.809999,26.330000,26.330000,989600
2022-11-11,26.299999,26.639999,26.299999,26.559999,26.559999,968800
2022-11-14,26.870001,27.219999,26.629999,27.100000,27.100000,1197500
2022-11-15,27.280001,27.500000,26.930000,27.030001,27.030001,968900
2022-11-16,26.469999,26.660000,25.600000,25.850000,25.850000,771700
2022-11-17,25.469999,25.719999,25.320000,25.580000,25.580000,747200
2022-11-18,25.799999,26.020000,25.690001,25.690001,25.690001,785700
2022-11-21,25.490000,25.670000,25.490000,25.540001,25.540001,557800
2022-11-22,25.700001,26.040001,25.680000,25.940001,25.940001,512700
2022-11-23,25.670000,25.930000,25.670000,25.920000,25.920000,400800
2022-11-25,26.160000,26.510000,26.160000,26.389999,26.389999,297500
